,CUSTNO,ZIP,ORDER_NO,PRODUCT_NO,PRODUCT_CATEGORY_ID,CHANNEL,OFFER_ID,ORDER_DATE,COST,REVENUE,PAY_METHOD,QUANTITY,RETN_REVENUE
981,10045585195,68901,130023479,988700,L,ML,A11OTB,2011-05-26,27.61,89.95,PC,1,
982,10109680987,54171,130030909,988700,L,ML,A11EHB,2011-09-12,27.61,89.95,PC,1,
984,10113833493,18102,130019873,988700,L,ML,A11LSB,2011-04-05,27.48,89.95,PC,1,
985,10122158171,06401,130021733,988700,L,ML,A11ESB,2011-05-03,27.48,89.95,PC,1,
986,10062422783,60174,125511427,991516,E,ML,A11LCR,2011-12-15,22.5,59.95,PC,1,
987,10082625630,01107,130030840,991516,E,ML,A11EHB,2011-09-10,22.5,59.95,PC,1,
988,10106242066,02564,130675470,991516,E,ML,A11GFB,2011-11-09,22.5,59.95,VI,1,
989,10090230497,96001,130042605,991772,A,ML,A11LMB,2011-12-06,29.07,59.95,PC,1,
1005,10116953082,16433,130060607,988445,X,ML,A12OFM,2012-08-14,69.98,199.95,PC,1,
1006,10126192645,29407,130060415,988445,X,ML,A12OFM,2012-08-13,69.98,199.95,PC,1,
1011,10120572299,57532,130013920,988957,C,ML,A11WNB,2011-01-08,26.48,59.95,PC,1,59.95
1012,10121001033,30127,130016060,988957,C,ML,A11LWB,2011-02-07,26.48,59.95,PC,1,
1013,10124103990,99138,130035257,988957,C,ML,A11GFP,2011-10-25,26.48,59.95,PC,1,
1024,10030824812,14080,130013887,984094,P,ML,A10LCR,2011-01-07,11.25,24.95,PC,1,
1036,10065065209,98422,130015489,984094,P,ML,A11LWB,2011-01-31,11.25,24.95,PC,1,
1113,9994921664,03862,123457436,988191,B,ML,A11GFP,2011-11-08,16.0,69.95,PC,1,
1114,10003464746,90740,130055535,988191,B,ML,A12FDB,2012-06-04,16.0,69.95,PC,1,
1121,10129147326,72110,130049454,988191,B,ML,A11LMB,2012-02-28,16.0,69.95,PC,1,
1122,10098348449,73129,130039525,991775,A,ML,A11LMB,2011-11-23,24.62,59.95,PC,1,
1138,10104155062,78641,130028295,986656,F,ML,A11PCB,2011-07-29,42.08,99.95,PC,1,
1142,10030824812,14080,130045593,987168,P,ML,A12WNB,2012-01-04,5.65,19.95,PC,1,
1144,10124038379,27944,130673677,987168,P,ML,A11EHB,2011-09-10,6.23,19.95,VI,1,
1145,10108302189,71264,130016091,988960,C,ML,A11LWB,2011-02-08,34.0,99.95,PC,1,
1146,10113222447,79336,130030538,991520,C,ML,A11EHB,2011-09-06,22.8,59.95,PC,1,
1156,10044720346,10001,130060617,987169,P,ML,A12OFM,2012-08-14,6.09,19.95,PC,1,
1160,10109397146,52804,130013408,987169,P,ML,A10EHB,2011-01-04,6.23,19.95,PC,1,
1162,10116586511,96080,130681541,987169,P,ML,A12EHB,2012-09-10,6.09,19.95,MC,1,
1163,10124038379,27944,130673677,987169,P,ML,A11EHB,2011-09-10,5.65,19.95,VI,1,
1164,10077467551,15904,130670698,988961,C,ML,A11OTB,2011-03-16,33.6,79.95,MC,1,
1166,10110121098,15237,130040153,988961,C,ML,A11GFP,2011-11-25,29.4,79.95,PC,1,
1167,10098926436,48316,130025440,989729,P,ML,A11SMB,2011-06-23,45.0,99.95,PC,1,
1168,10114713066,97321,130018466,989729,P,ML,A11OTB,2011-03-15,45.0,99.95,PC,1,
1177,10080298446,98506,130673741,921634,T,ML,A11EHB,2011-09-12,19.58,49.95,VI,1,
1181,10125275550,79762,130037527,921634,T,ML,A11GFP,2011-11-09,19.58,49.95,PC,1,
1190,10014270587,92028,130680241,991523,E,ML,A12ESB,2012-06-15,280.0,499.95,MC,1,
1191,10124079943,62963,130030913,991523,E,ML,A11EHB,2011-09-12,285.0,499.95,PC,1,
1192,10129679870,20743,123457928,991523,E,ML,A12ESB,2012-04-23,280.0,499.95,PC,1,
1193,10129840852,53085,123457947,991523,E,ML,A12LSB,2012-05-08,280.0,499.95,MO,1,499.95
1202,10009548346,55406,130047386,983076,P,ML,A12LWB,2012-01-31,31.5,79.95,PC,1,
1206,10083180659,20852,130022486,983076,P,ML,A11ESB,2011-05-13,23.75,59.95,PC,1,
1217,10122245307,42025,130031725,983076,P,ML,A11OFM,2011-09-17,23.75,59.95,PC,1,
1218,10122245307,42025,130031725,983076,P,ML,A11OFM,2011-09-17,23.75,59.95,PC,1,
1219,10126577648,94903,130041537,983076,P,ML,A11LMB,2011-12-03,31.5,79.95,PC,1,
1228,10091641767,83616,130028122,985636,C,ML,A11PCB,2011-07-28,59.75,139.95,PC,1,
1245,10044720346,10001,130060617,987173,P,ML,A12OFM,2012-08-14,22.21,69.95,PC,1,
1248,10090834289,60655,130681607,987173,P,ML,A12EHB,2012-09-11,22.21,69.95,DI,1,
1250,10109397146,52804,130013408,987173,P,ML,A10EHB,2011-01-04,21.69,69.95,PC,1,
1254,10116586511,96080,130681541,987173,P,ML,A12EHB,2012-09-10,22.21,69.95,MC,1,
1256,10124038379,27944,130673677,987173,P,ML,A11EHB,2011-09-10,19.66,69.95,VI,1,69.95
1257,10129220206,83639,130049731,987173,P,ML,A12SPB,2012-03-05,20.61,69.95,PC,1,
1258,10006711877,55057,130024726,988709,P,ML,A11SMB,2011-06-14,40.0,99.95,PC,1,
1259,10048210699,01702,130033575,988709,P,ML,A11HLB,2011-10-06,40.0,119.95,PC,1,
1260,10092563666,24502,130029719,988709,P,ML,A11SMB,2011-08-18,40.0,99.95,PC,1,
1263,10100971082,65803,130024568,988709,P,ML,A11SMB,2011-06-12,40.0,99.95,PC,1,
1264,10100971082,65803,130026212,988709,P,ML,A11MSB,2011-07-06,40.0,99.95,PC,1,
1265,10108302189,71264,130021930,988709,P,ML,A11ESB,2011-05-04,42.5,99.95,PC,1,
1267,10118361993,30260,130041490,988709,P,ML,A11LMB,2011-12-03,40.0,119.95,PC,1,
1269,10121475970,67460,130018345,988709,P,ML,A11OTB,2011-03-13,40.0,99.95,PC,1,
1270,10129007306,62901,130678263,988709,P,ML,A12SPB,2012-02-17,40.0,119.95,DI,1,
1271,10129713679,21217,130052498,988709,P,ML,A12LSB,2012-04-12,40.0,119.95,PC,1,
1272,10024878405,38556,130017894,989477,E,ML,A10LCR,2011-03-05,38.0,79.95,PC,1,
1277,10027532562,48180,130015211,983590,B,ML,A11LWB,2011-01-28,19.95,69.95,PC,1,
1279,10100154809,02108,130676960,983590,B,ML,A11LMB,2011-12-09,19.95,69.95,MC,1,
1286,10030972867,07657,130021494,987942,A,ML,A11ESB,2011-04-30,12.0,29.95,MO,1,
1287,10083180659,20852,130022486,987942,A,ML,A11ESB,2011-05-13,12.0,29.95,PC,1,
1289,10116124253,85209,130029104,987942,A,ML,A11OFM,2011-08-11,12.0,29.95,PC,1,
1290,10117230034,34688,130670250,987942,A,ML,A11SPB,2011-02-19,12.0,29.95,VI,1,
1294,10121349688,12159,130017712,987942,A,ML,A11SPB,2011-03-04,12.0,29.95,PC,1,
1295,10124198743,54913,130031892,987942,A,ML,A11EHB,2011-09-19,12.0,29.95,PC,1,
1296,10126192645,29407,130040507,987942,A,ML,A11LMB,2011-11-28,12.0,29.95,PC,1,
1297,10126198830,18925,130040597,987942,A,ML,A11LMB,2011-11-28,12.0,29.95,PC,1,
1298,10128567061,58701,130046460,987942,A,ML,A12WNB,2012-01-13,23.5,59.9,PC,2,
1300,10000397946,19087,130681386,992806,P,ML,A12OFM,2012-08-23,15.0,39.95,VI,1,
1301,10108294747,39320,130681190,992806,P,ML,A12OFM,2012-08-13,15.0,39.95,VI,1,
1302,10114709377,80911,130061054,992806,P,ML,A12OFM,2012-08-20,15.0,39.95,PC,1,
1303,10131730746,63130,130061978,992806,P,ML,A12EHB,2012-09-11,15.0,39.95,PC,1,
1315,9997854416,19136,130034547,987943,T,ML,A11HLB,2011-10-19,108.15,199.95,PC,1,
1316,10100898241,95695,130676041,987943,T,ML,A11LMB,2011-11-22,108.15,199.95,VI,1,
1317,10124940887,72336,130035683,987943,T,ML,A11HLB,2011-10-28,108.15,199.95,PC,1,
1318,10130059527,80540,130679537,987943,T,ML,A12LSB,2012-05-11,109.21,199.95,VI,1,
1319,10019234415,18017,130029619,988967,C,ML,A11PCB,2011-08-17,17.64,69.95,PC,1,
1320,10019234415,18017,130029619,988967,C,ML,A11PCB,2011-08-17,17.64,69.95,PC,1,
1321,10019234415,18017,130029619,988967,C,ML,A11PCB,2011-08-17,17.64,69.95,PC,1,
1322,10052555314,85622,130047046,988967,C,ML,A11EHB,2012-01-27,29.4,69.95,PC,1,69.95
1323,10052555314,85622,130047046,988967,C,ML,A11EHB,2012-01-27,17.64,69.95,PC,1,
1324,10107979484,48840,130044225,988967,C,ML,A11LMB,2011-12-16,17.64,69.95,PC,1,
1325,10123681278,98166,130029214,988967,C,ML,A11OFM,2011-08-13,17.64,69.95,PC,1,
1326,10124840370,17363,130674785,988967,C,ML,A11GFP,2011-10-24,17.64,69.95,VI,1,
1327,10125027670,66532,130036337,988967,C,ML,A11GFP,2011-11-01,17.64,69.95,PC,1,
1343,10129155657,85255,130678541,989480,C,ML,A12SPB,2012-02-29,56.0,59.95,AX,1,59.95
1344,10124939798,91402,130035810,991784,C,ML,A11GFP,2011-10-28,10.5,29.95,PC,1,
1345,10061321911,15077,130039947,992296,T,ML,A11GFB,2011-11-22,10.8,29.95,PC,1,
1346,10120559799,44319,130041689,992296,T,ML,W11WEB,2011-12-03,10.8,29.95,PC,1,29.95
1347,10125866142,50313,130039585,992296,T,ML,A11LMB,2011-11-22,10.8,29.95,PC,1,
1348,10127644315,62888,130044748,992296,T,ML,A11LMB,2011-12-20,10.8,29.95,PC,1,
1355,10096362419,77396,130015428,988969,C,ML,A11WNB,2011-01-31,59.0,139.95,PC,1,
1357,10120060981,61109,130044141,988969,C,ML,A11LCR,2011-12-15,59.0,139.95,PC,1,
1358,10095963044,13617,130674369,989737,H,ML,A11HLB,2011-10-05,182.99,299.95,MC,1,
1359,10023558694,20037,130037068,991785,C,ML,A11GFP,2011-11-07,11.0,34.95,MO,1,34.95
1360,10124939798,91402,130035810,991785,C,ML,A11GFP,2011-10-28,11.0,34.95,PC,1,
1372,10009548346,55406,130037629,989226,X,ML,A11GFB,2011-11-10,4.82,29.95,PC,1,
1373,10126573918,55408,130041582,989226,X,ML,A11LMB,2011-12-03,4.82,29.95,PC,1,
1374,10084827143,08310,130048763,991530,S,ML,A12SPB,2012-02-20,50.0,124.95,MO,1,
1375,10129704000,99707,130052474,991530,S,ML,A12LSB,2012-04-11,50.0,124.95,PC,1,
1376,10014517641,94801,130033775,991786,C,ML,A11HLB,2011-10-07,14.5,39.95,PC,1,
1377,10123045716,11951,130041201,991786,C,ML,A11GFB,2011-11-30,14.5,39.95,PC,1,
1384,10129653231,83686,130052059,985387,H,ML,A12LSB,2012-04-06,74.0,169.95,PC,1,
1392,10122490580,88435,130023590,985643,C,ML,A11FDB,2011-05-26,59.75,139.95,MO,1,139.95
1393,10130527111,78154,130056034,985643,C,ML,A12ESB,2012-06-11,59.75,139.95,PC,1,
1395,10023522599,07470,130058859,986667,H,ML,A12PCB,2012-07-23,42.0,129.95,PC,1,
1399,10126959457,77590,130042807,986667,H,ML,A11LCB,2011-12-07,42.0,99.95,PC,1,
1404,10123309393,98089,130027246,988459,C,ML,A11MSB,2011-07-20,29.12,74.95,MO,1,
1405,10124821618,30533,130035959,988459,C,ML,A11GFP,2011-10-31,29.12,74.95,PC,1,
1406,10125578202,40229,130038665,988459,C,ML,A11LMB,2011-11-17,29.12,74.95,MO,1,
1407,10008348706,99301,130669528,988715,C,ML,A11WNB,2011-01-06,42.5,129.95,VI,1,
1408,10013773062,59801,130043148,991531,S,ML,A11LCB,2011-12-09,36.0,89.95,PC,1,
1413,10106958297,22209,130032413,985388,B,ML,A11EHB,2011-09-26,145.0,329.95,PC,1,
1420,10000495469,30606,130033564,989740,P,ML,A11HLB,2011-10-06,135.0,299.95,PC,1,
1421,10031287507,61761,130058846,989740,P,ML,A12PCB,2012-07-23,140.0,299.95,PC,1,
1422,10040744514,78582,130019323,989740,P,ML,A11OTB,2011-03-29,140.0,299.95,PC,1,299.95
1423,10104506455,71044,130016550,989740,P,ML,A11SPB,2011-02-18,140.0,299.95,PC,1,299.95
1424,10106485616,08098,130057508,989740,P,ML,A12MSB,2012-07-02,135.0,299.95,PC,1,
1425,10109485472,91607,130040748,989740,P,ML,A11GFP,2011-11-28,135.0,299.95,PC,1,299.95
1426,10116178375,98112,130059714,989740,P,ML,A12PCB,2012-07-30,135.0,299.95,PC,1,
1427,10116760469,80026,130047335,989740,P,ML,A12LWB,2012-01-31,135.0,299.95,PC,1,
1428,10116760469,80026,130058167,989740,P,ML,A12MSB,2012-07-10,135.0,299.95,PC,1,
1429,10116843983,98109,130028365,989740,P,ML,A11PCB,2011-08-01,140.0,299.95,PC,1,299.95
1430,10119608509,90631,130015734,989740,P,ML,A11LWB,2011-02-03,140.0,299.95,PC,1,
1431,10122106550,12303,130021390,989740,P,ML,A11ESB,2011-04-29,140.0,299.95,MO,1,299.95
1432,10123402305,95648,130672953,989740,P,ML,A11PCB,2011-07-25,140.0,299.95,VI,1,
1433,10124632997,91342,130034337,989740,P,ML,A11GFP,2011-10-15,140.0,299.95,PC,1,
1434,10125422936,90740,130050501,989740,P,ML,A12OTB,2012-03-14,140.0,299.95,PC,1,
1435,10128516892,75757,130045880,989740,P,ML,A12WNB,2012-01-09,135.0,299.95,PC,1,
1436,10130225053,98391,130054651,989740,P,ML,A12FDB,2012-05-22,135.0,299.95,PC,1,
1443,10106958297,22209,130032413,985389,B,ML,A11EHB,2011-09-26,34.0,129.9,PC,2,
1444,10085098503,98516,130015065,986157,E,ML,A11LWB,2011-01-27,0.0,24.95,PC,1,
1454,10124623287,98107,130034199,991533,B,ML,A11HLB,2011-10-14,35.0,79.95,PC,1,
1455,10073813227,38104,125511486,992045,P,ML,A12OTB,2012-04-06,18.0,39.95,PC,1,
1456,10129007306,62901,130678263,992045,P,ML,A12SPB,2012-02-17,18.0,39.95,DI,1,
1457,10088919756,01040,130056248,992557,E,ML,A12SMB,2012-06-12,32.0,129.95,PC,1,
1483,10098944710,02132,130036585,991535,B,ML,A11GFP,2011-11-04,42.0,89.95,PC,1,
1484,10123998068,61108,130030818,991535,B,ML,A11EHB,2011-09-10,42.0,89.95,PC,1,
1485,10129292120,20056,130050081,991791,C,ML,A11LMB,2012-03-09,11.25,34.95,PC,1,
1486,10129292120,20056,130050081,991791,C,ML,A11LMB,2012-03-09,11.25,34.95,PC,1,
1492,10127082540,52632,130042959,991280,H,ML,A11LCB,2011-12-08,39.0,99.95,MO,1,
1493,10129760391,11357,130679231,991280,H,ML,A12LSB,2012-04-17,52.5,129.95,MC,1,
1494,10130625351,53916,130680266,991280,H,ML,A12LSB,2012-06-18,52.5,129.95,VI,1,
1495,10120575409,90809,130034637,991536,B,ML,A11HLB,2011-10-20,47.0,99.95,PC,1,
1496,10106288721,02904,130060738,992816,B,ML,A12OFM,2012-08-14,7.24,34.95,PC,1,
1497,10131730679,17331,130062211,992816,B,ML,A12EHB,2012-09-11,7.24,34.95,PC,1,
1526,10115643650,33907,130672879,991537,B,ML,A11PCB,2011-07-22,13.5,39.95,MC,1,
1527,10123408302,49423,130027632,991537,B,ML,A11PCB,2011-07-25,13.5,39.95,PC,1,
1528,10123511749,45230,130028466,991537,B,ML,A11PCB,2011-08-01,13.5,39.95,PC,1,
1529,10056113876,22302,130681078,992817,B,ML,A12PCB,2012-08-03,6.99,29.95,VI,1,
1530,10131245817,45387,130059921,992817,B,ML,A12PCB,2012-08-03,6.99,29.95,PC,1,
1540,10115422196,94706,130049742,986162,P,ML,A12LWB,2012-03-05,50.0,119.95,PC,1,
1542,10040744514,78582,130030277,988978,E,ML,A11OFM,2011-08-27,100.0,199.95,PC,1,199.95
1544,10113082596,34474,130680386,991538,B,ML,A12MSB,2012-06-27,56.0,139.95,MC,1,
1570,10095811267,77356,130043763,980274,C,ML,A11LCR,2011-12-13,23.0,89.95,PC,1,89.95
1571,10095811267,77356,130043763,980274,C,ML,A11LCR,2011-12-13,23.0,89.95,PC,1,
1579,10116134021,93010,130048986,980274,C,ML,A12WNB,2012-02-23,20.75,89.95,PC,1,
1580,10124023800,56082,130030682,980274,C,ML,A11OFM,2011-09-09,23.0,89.95,PC,1,89.95
1599,10123268918,38261,130027125,981042,C,ML,A11SMB,2011-07-18,119.0,279.65,PC,7,
1620,10120575409,90809,130025848,988467,P,ML,A11SMB,2011-07-01,81.12,199.95,PC,1,
1621,10121491108,17112,130018747,988467,P,ML,A11OTB,2011-03-17,81.12,199.95,PC,1,
1622,10130591460,10463,130056587,991795,E,ML,A12SMB,2012-06-15,44.52,69.95,VI,1,
1623,10107175099,06340,130053710,992307,K,ML,A12ESB,2012-05-04,40.0,79.95,PC,1,
1628,10120754119,48098,130669758,981043,C,ML,A11WNB,2011-01-21,10.25,34.95,VI,1,
1637,10130625351,53916,130680266,988212,F,ML,A12LSB,2012-06-18,101.57,269.95,VI,1,
1638,10130625351,53916,130680266,988212,F,ML,A12LSB,2012-06-18,101.57,269.95,VI,1,
1639,10129216087,78636,130678596,992308,F,ML,A12OTB,2012-03-05,22.4,64.95,VI,1,
1640,10129231813,28745,130049756,992308,F,ML,A12SPB,2012-03-06,22.4,64.95,PC,1,64.95
1641,10129760391,11357,130679231,992308,F,ML,A12LSB,2012-04-17,22.4,64.95,MC,1,
1655,10025844527,08805,130023886,981044,C,ML,A11ESB,2011-06-03,9.85,29.95,PC,1,
1677,10120631244,65201,130673290,988725,X,ML,A11OFM,2011-08-11,165.61,349.95,DI,1,
1678,10126576955,19018,130041658,991541,M,ML,A11LMB,2011-12-03,18.0,39.95,PC,1,
1680,10038385569,15239,130023790,981045,C,ML,A11FDB,2011-05-31,10.25,29.95,PC,1,
1688,10123159681,86325,130026740,981045,C,ML,A11MSB,2011-07-10,10.25,29.95,PC,1,
1725,10067480835,85715,130672696,983864,F,ML,A11LSB,2011-07-10,12.0,29.9,VI,2,
1749,10124348564,29732,130674122,984632,E,ML,A11EHB,2011-09-28,29.77,69.95,AX,1,
1751,10024700896,28168,130670571,987448,A,ML,A11OTB,2011-03-11,55.0,119.9,VI,2,
1758,10122489426,60402,123457147,988472,P,ML,A11FDB,2011-06-10,140.0,299.95,PC,1,
1775,10121802316,39429,130020123,986681,K,ML,A11LSB,2011-04-05,24.99,49.95,PC,1,
1776,10122760875,62226,130024631,986681,K,ML,A11FDB,2011-06-12,24.99,49.95,PC,1,
1782,10050987674,28659,130676509,989497,S,ML,A11LMB,2011-12-01,15.98,39.95,MC,1,
1783,10096371016,08817,130669722,989497,S,ML,A11WNB,2011-01-18,20.0,39.95,AX,1,
1784,10127231937,19382,130677041,989497,S,ML,A11LMB,2011-12-10,15.98,39.95,MC,1,
1785,10131810556,62049,130062719,992569,P,ML,A12MSB,2012-09-17,25.81,59.95,PC,1,
1801,9996227531,60639,130014079,986682,P,ML,A11WNB,2011-01-08,20.0,39.95,PC,1,
1803,10025360088,84526,130020051,986682,P,ML,A11LSB,2011-04-05,20.0,39.95,PC,1,
1804,10065479459,01940,130673838,986682,P,ML,A11EHB,2011-09-15,20.0,39.95,VI,1,
1806,10080298446,98506,130673741,986682,P,ML,A11EHB,2011-09-12,20.0,39.95,VI,1,
1810,10093042685,30260,130050310,986682,P,ML,A12OTB,2012-03-12,20.0,39.95,PC,1,
1815,10108527885,19153,130675119,986682,P,ML,A11SMB,2011-11-01,20.0,39.95,AX,1,
1823,10113183779,76444,130670614,986682,P,ML,A11SPB,2011-03-12,20.0,39.95,VI,1,
1827,10114313856,08069,130041856,986682,P,ML,A11LCB,2011-12-03,20.0,39.95,PC,1,
1828,10114313856,08069,130052132,986682,P,ML,A12LSB,2012-04-06,20.0,39.95,PC,1,
1831,10120865025,39813,130015167,986682,P,ML,A11LWB,2011-01-28,20.0,39.95,PC,1,
1832,10121307389,48072,130017545,986682,P,ML,A11SPB,2011-03-01,20.0,39.95,PC,1,
1833,10122698907,28715,130024244,986682,P,ML,A11OTB,2011-06-09,20.0,39.95,PC,1,
1834,10123180940,76067,130026837,986682,P,ML,A11MSB,2011-07-12,20.0,39.95,PC,1,
1835,10123268844,49776,130027114,986682,P,ML,A11PCB,2011-07-18,20.0,39.95,PC,1,
1836,10123402305,95648,130675227,986682,P,ML,A11HLB,2011-11-04,20.0,39.95,VI,1,
1837,10123552100,98503,130028612,986682,P,ML,A11PCB,2011-08-04,20.0,39.95,PC,1,
1838,10125022713,10705,130036247,986682,P,ML,A11PCB,2011-11-01,20.0,39.95,PC,1,
1839,10125868930,79086,130681221,986682,P,ML,A12OFM,2012-08-13,20.0,39.95,MC,1,
1840,10128514078,17512,130046062,986682,P,ML,A12WNB,2012-01-09,20.0,39.95,PC,1,
1841,10130528226,58504,130056140,986682,P,ML,A12SMB,2012-06-11,20.0,39.95,PC,1,
1842,10130528226,58504,130056942,986682,P,ML,A12SMB,2012-06-21,20.0,39.95,PC,1,
1843,10130789617,45331,130057373,986682,P,ML,A12MSB,2012-06-29,20.0,39.95,PC,1,
1844,10131149591,06473,130059399,986682,P,ML,A12PCB,2012-07-25,20.0,39.95,PC,1,
1845,10025704096,17222,130061855,987194,X,ML,A12EHB,2012-09-10,23.5,59.9,PC,2,
1847,10100239175,02333,130675961,987194,X,ML,A11LMB,2011-11-21,34.5,89.85,MC,3,
1852,10122760033,08071,130032654,987194,X,ML,A11HLB,2011-09-29,11.5,29.95,PC,1,
1853,10125274461,90025,130037510,987194,X,ML,A11HLB,2011-11-09,11.5,29.95,MO,1,
1854,10125800001,28730,130676004,987194,X,ML,A11GFB,2011-11-21,46.0,119.8,VI,4,
1855,10125964053,43206,130676168,987194,X,ML,A11LMB,2011-11-25,11.5,29.95,VI,1,
1856,10126193864,66214,130040552,987194,X,ML,A11LMB,2011-11-28,11.5,29.95,PC,1,
1857,10049598365,95354,130058191,991290,F,ML,A12MSB,2012-07-10,79.82,149.95,PC,1,
1858,10130059799,10306,130054060,991290,F,ML,A12LSB,2012-05-11,79.82,149.95,PC,1,
1872,9992765905,94131,130678494,991547,L,ML,A12SPB,2012-02-27,15.01,49.95,VI,1,49.95
1873,10013773062,59801,130043148,991547,L,ML,A11LCB,2011-12-09,15.86,49.95,PC,1,
1874,10107047373,98104,130676585,991803,E,ML,A11LMB,2011-12-02,171.9,279.95,DI,1,
1875,10126259165,33705,130041026,991803,E,ML,A11LMB,2011-11-29,171.9,279.95,PC,1,
1876,10129146335,54401,130678533,991803,E,ML,A12SPB,2012-02-28,171.9,279.95,MC,1,279.95
1877,10129155657,85255,130678541,991803,E,ML,A12SPB,2012-02-29,171.9,279.95,AX,1,
1884,10077467551,15904,130670698,985404,B,ML,A11OTB,2011-03-16,47.0,119.95,MC,1,
1890,10107889820,30317,130017841,985404,B,ML,A10LMB,2011-03-05,47.0,119.95,PC,1,
1892,10112874948,93221,130024681,985404,B,ML,A11FDB,2011-06-14,47.0,119.95,PC,1,
1893,10116276252,75472,130013976,985404,B,ML,A11WNB,2011-01-08,47.0,119.95,PC,1,
1896,10123108753,17302,130026224,985404,B,ML,A11FDB,2011-07-06,47.0,119.95,PC,1,
1897,10130476680,48658,130055807,985404,B,ML,A12SMB,2012-06-08,47.0,119.95,PC,1,
1902,10130917303,19111,130058185,991804,B,ML,A12MSB,2012-07-10,48.35,129.95,PC,1,
1903,10130917303,19111,130058185,991804,B,ML,A12MSB,2012-07-10,48.35,129.95,PC,1,
1904,10130917303,19111,130058185,991804,B,ML,A12MSB,2012-07-10,48.35,129.95,PC,1,
1912,10130476680,48658,130055807,985405,B,ML,A12SMB,2012-06-08,18.0,39.95,PC,1,
1914,10062735723,90808,130040366,987197,X,ML,A11HLB,2011-11-28,35.0,99.95,PC,1,
1917,10117881522,64722,130036837,987197,X,ML,A11GFB,2011-11-07,35.0,99.95,PC,1,
1918,10126571138,14625,130041406,987197,X,ML,A11LMB,2011-12-03,35.0,99.95,PC,1,
1933,10038665532,46804,130058026,988222,F,ML,A12MSB,2012-07-06,29.72,59.9,PC,2,29.95
1937,9996227531,60639,130014079,989758,P,ML,A11WNB,2011-01-08,47.0,99.9,PC,2,
1959,10123108662,65668,130026200,989503,K,ML,A11MSB,2011-07-06,85.0,199.95,PC,1,
1960,10123109165,06492,130026287,989503,K,ML,W11WEB,2011-07-06,85.0,199.95,PC,1,
1961,10131423566,96818,130060931,991807,H,ML,A12OFM,2012-08-17,325.0,599.95,PC,1,
1965,9993406113,37920,130015774,985920,E,ML,A11LWB,2011-02-03,8.53,19.95,PC,1,
1976,10122410679,29104,130022870,986176,K,ML,A11FDB,2011-05-21,21.74,69.95,PC,1,
1977,10122607918,90002,130024016,986176,K,ML,A11FDB,2011-06-05,22.95,69.95,PC,1,
1978,10124246271,70737,130032163,986176,K,ML,A11OFM,2011-09-22,19.2,69.95,PC,1,
1979,10124466622,99033,130033363,986176,K,ML,A11HLB,2011-10-04,19.2,69.95,PC,1,
1980,10124911937,54494,130674944,986176,K,ML,A11HLB,2011-10-27,19.2,69.95,VI,1,
1982,10050359757,93245,130672407,987456,C,ML,A11FDB,2011-06-27,10.0,24.95,MC,1,
1983,10057309995,71909,130026293,987456,C,ML,A11MSB,2011-07-06,10.0,24.95,PC,1,24.95
1984,10061867410,21009,130022188,987456,C,ML,A11ESB,2011-05-07,10.0,24.95,PC,1,
1991,10121669697,77379,130670844,987456,C,ML,A11OTB,2011-03-29,10.0,24.95,DI,1,
1992,10121894005,74501,130020635,987456,C,ML,A11LSB,2011-04-12,10.0,24.95,PC,1,
1993,10122904068,67556,130025404,987456,C,ML,A11LSB,2011-06-21,10.0,24.95,PC,1,
1997,10005321185,53226,130677308,991296,C,ML,A11EGR,2011-12-16,27.89,69.95,VI,1,
2017,10107676023,32208,130059497,992577,F,ML,A12PCB,2012-07-27,71.45,99.95,PC,1,
2035,10124413457,07030,130057732,991554,E,ML,A12MSB,2012-07-05,64.5,129.95,PC,1,
2046,9991982065,21716,130049916,983619,H,ML,A12LWB,2012-03-08,58.0,119.9,PC,2,
2048,10002986946,84662,130039956,983619,H,ML,A11LMB,2011-11-22,29.0,59.95,PC,1,
2049,10016224541,62959,130036274,983619,H,ML,A11GFP,2011-11-01,29.0,59.95,PC,1,
2050,10024878405,38556,130017894,983619,H,ML,A10LCR,2011-03-05,29.0,59.95,PC,1,
2053,10048210699,01702,130033575,983619,H,ML,A11HLB,2011-10-06,29.0,59.95,PC,1,
2062,10076936958,44420,130673288,983619,H,ML,A11OFM,2011-08-11,29.0,59.95,MC,1,
2064,10080265297,84095,130040609,983619,H,ML,A11LMB,2011-11-28,29.0,59.95,PC,1,
2080,10106540797,15601,130022356,983619,H,ML,A11LWB,2011-05-10,29.0,59.95,PC,1,59.95
2082,10108302189,71264,130030577,983619,H,ML,A11EHB,2011-09-06,29.0,59.95,PC,1,
2084,10108730274,32958,130028048,983619,H,ML,A11MSB,2011-07-27,29.0,59.95,PC,1,
2091,10121728156,20743,130019529,983619,H,ML,A11SPB,2011-03-31,29.0,59.95,PC,1,
2092,10122457737,90802,130062571,983619,H,ML,A12OFM,2012-09-14,29.0,64.95,PC,1,
2093,10123045716,11951,130056599,983619,H,ML,A12SMB,2012-06-15,29.0,64.95,PC,1,
2094,10123188516,89081,130672734,983619,H,ML,A11MSB,2011-07-12,29.0,59.95,AX,1,
2095,10129373674,15317,130050600,983619,H,ML,A12OTB,2012-03-16,29.0,59.95,PC,1,
2096,10130308039,57401,130055270,983619,H,ML,A12FDB,2012-05-29,30.45,64.95,PC,1,
2097,10131212108,80909,130059803,983619,H,ML,A12MSB,2012-07-31,29.0,64.95,PC,1,
